Column fy Mpa,Beam fy Mpa,Columns 1-3 I mm4*10^6,Columns 4-6 I mm4*10^6,Columns 1-3 A mm2,Columns 4-6 A mm2,Beam I mm4*10^6,Spans,Number of floors,Floor height m,Span width m,LLRS tributary width m,Floor mass kg,Facade Load kN/m,PGA g,Magnitude,Distance to fault km,Period s,Max drift mm,Final Dead Load,Final Live Load,soil_class__B,soil_class__C
275.0,275.0,16.73,0.0,3877.0,0.0,38.92,4.0,2.0,4.0,5.0,12.0,65913.408,4.0,0.1,6.69,35.66,1.7740673132416636,47.6181370960274,3.0,12.0,1.0,0.0
235.0,235.0,2153.0,1752.0,26048.0,24164.0,231.3,3.0,6.0,3.0,4.0,3.5,21124.1052,1.0,0.15,6.33,18.96,0.5356497745843688,7.8893199879457,14.0,7.0,0.0,1.0
275.0,235.0,637.2,0.0,17803.0,0.0,231.3,5.0,1.0,3.5,8.0,16.0,454215.168,0.0,0.2,6.77,23.99,0.4620776178607634,20.876870164551,24.0,16.0,0.0,1.0
355.0,235.0,2153.0,1752.0,26048.0,24164.0,57.9,6.0,5.0,4.0,6.0,4.0,57886.3296,4.0,0.1,6.69,35.66,1.1905301622205031,17.271763299194,8.0,12.0,1.0,0.0
235.0,235.0,1119.0,0.0,21176.0,0.0,8.693,6.0,3.0,3.5,4.0,2.0,24782.7888,1.0,0.14,5.9,25.5,0.5231353132771462,6.4315155257450005,8.0,4.0,0.0,1.0
355.0,235.0,25.1,0.0,4525.0,0.0,920.8,1.0,1.0,4.0,7.0,16.0,27597.1608,2.0,0.354,6.5,15.82,0.8027548452018487,57.0614226250135,4.0,12.0,1.0,0.0
235.0,235.0,136.7,104.5,9726.0,8682.0,83.56,4.0,6.0,3.5,4.0,24.0,96324.9408,3.0,0.14,5.9,25.5,2.4084892079424622,5.8706059407879,4.0,16.0,0.0,1.0
275.0,275.0,5538.0,4221.0,34685.0,32053.0,38.92,6.0,5.0,3.5,3.0,3.5,38287.6956,0.0,0.354,6.5,15.82,0.6240471780838963,11.2488308693469,17.5,14.0,1.0,0.0
275.0,275.0,450.7,330.9,15898.0,14276.0,1412.0,6.0,4.0,3.5,6.0,3.0,96422.832,4.0,0.3,6.6,10.27,0.6064497606097582,15.1880694773379,9.0,7.5,1.0,0.0
355.0,235.0,1119.0,0.0,21176.0,0.0,920.8,1.0,1.0,3.5,5.0,7.5,28041.75,4.0,0.14,5.9,25.5,0.1420442086884168,2.0626165494174,10.0,12.5,0.0,1.0
355.0,355.0,1119.0,0.0,21176.0,0.0,57.9,2.0,3.0,3.0,8.0,6.0,57119.5152,3.0,0.171,6.0,17.28,0.8249370882754071,17.239413537968098,8.0,8.0,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,162.7,5.0,1.0,4.0,7.0,20.0,502610.13,3.0,0.171,6.0,17.28,0.4882719751964552,25.5748819116944,24.0,12.0,0.0,1.0
355.0,275.0,2153.0,1752.0,26048.0,24164.0,482.0,2.0,4.0,3.5,8.0,2.0,16657.8192,1.0,0.2,6.77,23.99,0.4152053737803581,5.8021734925767,8.0,4.0,0.0,1.0
275.0,275.0,330.9,276.9,14276.0,13347.0,337.4,3.0,6.0,3.0,6.0,12.0,54623.2896,0.0,0.283,7.28,19.74,1.104408369127054,18.771537702139,8.0,8.0,0.0,1.0
355.0,235.0,182.6,136.7,11253.0,9726.0,337.4,1.0,6.0,3.5,5.0,12.0,28673.964,2.0,0.354,6.5,15.82,1.6762184078882034,22.647359791230198,12.0,12.0,1.0,0.0
235.0,235.0,3034.0,2153.0,28583.0,26048.0,920.8,3.0,6.0,4.0,3.0,8.0,11653.1316,1.0,0.3,6.6,10.27,0.376919693860479,4.9638585496995,2.0,2.0,1.0,0.0
275.0,275.0,136.7,104.5,9726.0,8682.0,162.7,5.0,5.0,3.5,7.0,3.0,70991.51400000001,1.0,0.171,6.0,17.28,1.496688161896078,18.7267302168313,18.0,3.0,0.0,1.0
355.0,355.0,36.92,0.0,5383.0,0.0,671.2,6.0,2.0,3.0,5.0,6.0,109393.416,0.0,0.15,6.33,18.96,0.7751733665128799,27.3296740538153,10.0,8.0,0.0,1.0
355.0,355.0,10.33,0.0,3142.0,0.0,920.8,2.0,3.0,3.5,4.0,12.0,27540.0576,4.0,0.171,6.0,17.28,1.8734514192301868,46.6947462685205,3.0,6.0,0.0,1.0
275.0,275.0,3.492,0.0,2124.0,0.0,162.7,2.0,1.0,3.5,8.0,12.0,109964.448,2.0,0.14,5.9,25.5,2.7921651948045385,19.1979096597008,12.0,15.0,0.0,1.0
235.0,235.0,1752.0,1412.0,24164.0,22646.0,162.7,2.0,5.0,4.0,7.0,10.5,111436.8948,3.0,0.354,6.5,15.82,2.114738162500515,23.7882264874146,21.0,10.5,1.0,0.0
355.0,355.0,1119.0,0.0,21176.0,0.0,38.92,4.0,3.0,3.5,6.0,12.0,129412.16640000002,1.0,0.2,6.77,23.99,1.153204520161207,45.3872203773155,12.0,3.0,0.0,1.0
355.0,355.0,4221.0,3034.0,32053.0,28583.0,482.0,4.0,5.0,3.5,7.0,16.0,212048.6544,3.0,0.1,6.69,35.66,1.1249559987643634,14.2579017635313,16.0,4.0,1.0,0.0
235.0,235.0,6447.0,5538.0,40005.0,34685.0,231.3,3.0,5.0,3.0,5.0,10.5,103061.079,2.0,0.283,7.28,19.74,0.7817037268185928,20.9724221213963,17.5,14.0,0.0,1.0
235.0,235.0,450.7,0.0,15898.0,0.0,920.8,4.0,2.0,3.5,7.0,24.0,141110.1648,3.0,0.171,6.0,17.28,0.4847015551842475,15.860928609118599,4.0,12.0,0.0,1.0
275.0,275.0,182.6,136.7,11253.0,9726.0,671.2,6.0,5.0,4.0,4.0,7.5,38667.024,4.0,0.1,6.1,32.84,0.8269028430105327,12.227865467414,2.5,2.5,1.0,0.0
275.0,235.0,1119.0,0.0,21176.0,0.0,8.693,5.0,2.0,3.0,6.0,1.5,17008.596,2.0,0.1,6.69,35.66,0.2068619165625503,3.1403572237025,3.0,1.5,1.0,0.0
355.0,355.0,2153.0,1752.0,26048.0,24164.0,1752.0,5.0,6.0,4.0,5.0,1.5,38034.81,4.0,0.354,6.5,15.82,0.4798404023133987,10.521727430370499,9.0,6.0,1.0,0.0
235.0,235.0,637.2,0.0,17803.0,0.0,671.2,4.0,3.0,3.5,5.0,3.5,20536.758,3.0,0.283,7.28,19.74,0.2651012063039152,9.584266824912001,3.5,10.5,0.0,1.0
275.0,235.0,36.92,0.0,5383.0,0.0,57.9,6.0,1.0,3.0,5.0,9.0,208018.8,2.0,0.283,7.28,19.74,0.7146322641024273,54.775487176202596,18.0,15.0,0.0,1.0
355.0,355.0,6.062,0.0,2534.0,0.0,162.7,4.0,2.0,3.5,3.0,6.0,35338.7232,4.0,0.15,6.2,13.91,1.531009418192974,25.2465562062402,9.0,6.0,1.0,0.0
235.0,235.0,25.1,0.0,4525.0,0.0,117.7,1.0,3.0,4.0,7.0,4.0,13725.162000000002,3.0,0.15,6.2,13.91,1.5344568656452973,17.1652718380731,8.0,20.0,1.0,0.0
275.0,275.0,54.1,0.0,6434.0,0.0,83.56,6.0,2.0,4.0,5.0,7.5,48639.69,2.0,0.2,6.77,23.99,0.7689973632902486,40.0019145719709,2.5,7.5,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,920.8,2.0,1.0,4.0,7.0,18.0,101757.9024,0.0,0.283,7.28,19.74,0.2587268359607955,17.986237282411498,9.0,12.0,0.0,1.0
355.0,235.0,54.1,36.92,6434.0,5383.0,231.3,2.0,5.0,3.0,8.0,16.0,150426.144,3.0,0.171,6.0,17.28,3.2355012557251297,30.4248181502622,16.0,20.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,162.7,1.0,3.0,4.0,7.0,6.0,13178.6028,3.0,0.15,6.2,13.91,0.5890238964389722,4.4758034677842,2.0,6.0,1.0,0.0
235.0,235.0,25.1,0.0,4525.0,0.0,920.8,5.0,2.0,3.5,3.0,12.5,92027.925,4.0,0.1,6.69,35.66,1.1245329856632749,29.6370045049825,7.5,10.0,1.0,0.0
275.0,275.0,77.63,54.1,7684.0,6434.0,27.72,2.0,5.0,4.0,8.0,8.0,48815.078400000006,2.0,0.15,6.2,13.91,4.327665201229807,13.1860474893465,6.0,2.0,1.0,0.0
275.0,275.0,25.1,0.0,4525.0,0.0,920.8,5.0,3.0,4.0,8.0,12.5,235040.85,1.0,0.14,5.9,25.5,3.062994240508747,17.5458609939248,10.0,5.0,0.0,1.0
355.0,355.0,1119.0,0.0,21176.0,0.0,38.92,2.0,2.0,4.0,6.0,7.0,13272.4152,1.0,0.123,6.19,12.9,0.3472801670621529,1.8373680971491,3.5,3.5,0.0,1.0
355.0,235.0,1119.0,0.0,21176.0,0.0,117.7,5.0,3.0,3.5,5.0,14.0,137251.62,4.0,0.283,7.28,19.74,0.7895233804753351,34.0900753882568,10.5,3.5,0.0,1.0
355.0,235.0,104.5,0.0,8682.0,0.0,57.9,1.0,3.0,3.0,8.0,4.0,8027.078399999999,1.0,0.283,7.28,19.74,0.7298168230296915,29.8718088871509,2.0,8.0,0.0,1.0
275.0,235.0,10.33,0.0,3142.0,0.0,920.8,5.0,2.0,4.0,4.0,7.5,47925.9,4.0,0.15,6.33,18.96,1.5322743188867476,90.216857200994,2.5,12.5,0.0,1.0
235.0,235.0,3.492,3.492,2124.0,2124.0,337.4,2.0,6.0,3.5,3.0,10.0,31243.608,2.0,0.354,6.5,15.82,6.259706319050789,47.809557978932204,8.0,2.0,1.0,0.0
355.0,275.0,136.7,104.5,9726.0,8682.0,671.2,2.0,5.0,3.0,6.0,21.0,117616.2768,4.0,0.1,6.1,32.84,1.742064482911459,13.7098380158189,10.5,10.5,1.0,0.0
275.0,275.0,1119.0,0.0,21176.0,0.0,117.7,2.0,3.0,3.5,7.0,7.0,68124.1176,3.0,0.171,6.0,17.28,0.909339881140034,18.0912620478143,17.5,14.0,0.0,1.0
275.0,275.0,136.7,104.5,9726.0,8682.0,38.92,4.0,5.0,3.0,6.0,12.0,65195.5392,3.0,0.15,6.33,18.96,1.9496030796981645,53.3768855190224,4.0,12.0,0.0,1.0
235.0,235.0,1119.0,869.7,21176.0,19754.0,8.693,5.0,4.0,4.0,3.0,15.0,109209.87,4.0,0.14,5.9,25.5,2.012308228522336,9.7668285017997,9.0,12.0,0.0,1.0
275.0,275.0,3.492,0.0,2124.0,0.0,83.56,2.0,1.0,3.0,5.0,10.0,17538.84,0.0,0.354,6.5,15.82,0.9007072476228336,52.0065695650363,2.5,7.5,1.0,0.0
355.0,235.0,1752.0,1412.0,24164.0,22646.0,38.92,4.0,5.0,3.0,4.0,10.5,117192.0816,4.0,0.123,6.19,12.9,1.4689006075329316,10.8327149204331,17.5,14.0,0.0,1.0
275.0,275.0,1752.0,1412.0,24164.0,22646.0,117.7,2.0,5.0,3.5,4.0,10.5,30113.7804,3.0,0.2,6.77,23.99,0.9123161843222825,27.2635654668807,7.0,7.0,0.0,1.0
275.0,275.0,54.1,36.92,6434.0,5383.0,337.4,1.0,5.0,3.0,6.0,12.0,55920.348,1.0,0.2,6.77,23.99,2.269423833176017,33.108475737436095,12.0,10.0,0.0,1.0
275.0,275.0,54.1,36.92,6434.0,5383.0,162.7,5.0,6.0,3.0,3.0,8.0,21270.942,1.0,0.2,6.77,23.99,0.9620781584114844,22.832419453259,2.0,4.0,0.0,1.0
275.0,275.0,450.7,0.0,15898.0,0.0,13.17,4.0,3.0,4.0,4.0,7.0,69021.4536,3.0,0.3,6.6,10.27,1.4935388667886238,36.366534916103994,17.5,3.5,1.0,0.0
355.0,275.0,1119.0,0.0,21176.0,0.0,920.8,4.0,3.0,3.5,3.0,5.0,48619.296,4.0,0.1,6.69,35.66,0.3007580098172763,2.0089432285698,15.0,5.0,1.0,0.0
235.0,235.0,276.9,229.3,13347.0,12437.0,1752.0,6.0,4.0,4.0,4.0,12.0,130978.4256,3.0,0.171,6.0,17.28,0.9409832948572788,18.0795397582146,12.0,16.0,0.0,1.0
355.0,275.0,3034.0,2153.0,28583.0,26048.0,117.7,3.0,6.0,3.5,7.0,14.0,185870.916,0.0,0.354,6.5,15.82,2.4312894518457067,20.9840066640926,17.5,17.5,1.0,0.0
235.0,235.0,6447.0,5538.0,40005.0,34685.0,162.7,1.0,6.0,4.0,6.0,12.0,33429.8448,2.0,0.2,6.77,23.99,1.4676868405974093,21.077350845808798,12.0,12.0,0.0,1.0
355.0,275.0,77.63,54.1,7684.0,6434.0,27.72,5.0,5.0,3.5,5.0,2.5,50220.225,4.0,0.3,6.6,10.27,2.1304085664011034,52.7246212332403,12.5,10.0,1.0,0.0
355.0,275.0,182.6,136.7,11253.0,9726.0,671.2,3.0,6.0,3.5,8.0,15.0,218786.832,0.0,0.15,6.33,18.96,2.770372373710533,41.9622942770742,15.0,12.0,0.0,1.0
235.0,235.0,36.92,25.1,5383.0,4525.0,671.2,5.0,6.0,3.0,6.0,7.5,74336.13,0.0,0.3,6.6,10.27,1.9195941356102777,44.7048272077128,4.5,1.5,1.0,0.0
275.0,275.0,637.2,0.0,17803.0,0.0,337.4,2.0,3.0,4.0,6.0,14.0,123310.2816,1.0,0.2,6.77,23.99,1.1571638447423631,42.2618400139879,21.0,14.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,482.0,2.0,1.0,4.0,3.0,6.0,24668.5824,2.0,0.2,6.77,23.99,0.1299823341864014,1.1478716139528,7.5,4.5,0.0,1.0
275.0,235.0,10.33,0.0,3142.0,0.0,117.7,1.0,1.0,4.0,8.0,5.0,11543.004,3.0,0.14,5.9,25.5,0.8269940895887288,9.433062942326599,2.5,5.0,0.0,1.0
275.0,235.0,637.2,450.7,17803.0,15898.0,57.9,5.0,5.0,3.5,6.0,2.5,45580.59,0.0,0.15,6.2,13.91,1.2284982530614943,8.399477183737101,12.5,10.0,1.0,0.0
355.0,235.0,450.7,0.0,15898.0,0.0,27.72,6.0,2.0,3.5,5.0,12.5,222804.45,4.0,0.14,5.9,25.5,0.9894103435678866,9.966459466087201,12.5,2.5,0.0,1.0
235.0,235.0,16.73,10.33,3877.0,3142.0,482.0,5.0,4.0,3.5,3.0,18.0,91895.364,2.0,0.283,7.28,19.74,2.4915664837787634,35.1535085253834,6.0,12.0,0.0,1.0
355.0,355.0,54.1,36.92,6434.0,5383.0,57.9,1.0,4.0,4.0,4.0,4.0,11763.2592,3.0,0.3,6.6,10.27,1.5897241473587898,30.8411548844861,16.0,16.0,1.0,0.0
355.0,355.0,330.9,0.0,14276.0,0.0,117.7,4.0,2.0,3.0,8.0,3.5,92654.0208,4.0,0.15,6.33,18.96,0.556083600686734,21.8724932862304,21.0,10.5,0.0,1.0
235.0,235.0,2153.0,1752.0,26048.0,24164.0,83.56,2.0,6.0,3.0,3.0,12.0,37247.6016,2.0,0.3,6.6,10.27,1.051375505983259,17.862765880637998,12.0,3.0,1.0,0.0
355.0,275.0,25.1,0.0,4525.0,0.0,8.693,1.0,1.0,3.5,4.0,7.5,14908.014,1.0,0.171,6.0,17.28,0.6741626156655119,32.0075220599086,10.0,2.5,0.0,1.0
275.0,235.0,869.7,0.0,19754.0,0.0,38.92,2.0,2.0,3.0,3.0,3.5,20206.3752,4.0,0.3,6.6,10.27,0.2832564480734522,11.909690027864,21.0,14.0,1.0,0.0
275.0,235.0,25.1,16.73,4525.0,3877.0,920.8,1.0,5.0,3.5,4.0,6.0,24146.496,4.0,0.1,6.69,35.66,2.3544569504074664,11.2651253029511,18.0,15.0,1.0,0.0
235.0,235.0,4221.0,3034.0,32053.0,28583.0,38.92,4.0,6.0,3.5,5.0,8.0,97238.592,0.0,0.123,6.19,12.9,1.767410220741478,9.9303165976527,10.0,8.0,0.0,1.0
235.0,235.0,16.73,10.33,3877.0,3142.0,57.9,5.0,6.0,3.0,8.0,10.0,88509.95999999999,3.0,0.1,6.1,32.84,3.737742622209543,14.6344879454021,2.0,6.0,1.0,0.0
355.0,275.0,1119.0,0.0,21176.0,0.0,920.8,3.0,1.0,3.0,4.0,7.5,53778.978,3.0,0.15,6.2,13.91,0.1101817405103944,1.1035664379822,10.0,10.0,1.0,0.0
355.0,355.0,450.7,0.0,15898.0,0.0,482.0,4.0,1.0,3.0,4.0,3.0,34832.952000000005,2.0,0.15,6.2,13.91,0.1149655349746344,1.1108436436512001,7.5,7.5,1.0,0.0
355.0,275.0,77.63,54.1,7684.0,6434.0,117.7,2.0,4.0,3.0,3.0,6.0,15417.864,2.0,0.283,7.28,19.74,0.7407309836475214,22.0951939429259,3.0,7.5,0.0,1.0
355.0,355.0,77.63,0.0,7684.0,0.0,671.2,6.0,2.0,4.0,4.0,8.0,98543.808,4.0,0.3,6.6,10.27,0.7858304171934085,37.459232108302906,12.0,20.0,1.0,0.0
235.0,235.0,4221.0,3034.0,32053.0,28583.0,1752.0,5.0,4.0,3.5,5.0,1.5,23759.01,2.0,0.1,6.69,35.66,0.1969767351634279,1.2832136051746,6.0,4.5,1.0,0.0
275.0,235.0,229.3,0.0,12437.0,0.0,83.56,4.0,3.0,3.5,8.0,12.5,182730.24,0.0,0.1,6.69,35.66,1.7267148843716342,42.6957206847499,10.0,5.0,1.0,0.0
235.0,235.0,6.062,3.492,2534.0,2124.0,162.7,5.0,5.0,3.5,5.0,9.0,154178.63999999998,0.0,0.3,6.6,10.27,6.701863605412695,67.3167017524207,9.0,4.5,1.0,0.0
275.0,235.0,104.5,77.63,8682.0,7684.0,482.0,6.0,5.0,3.5,8.0,21.0,733743.4896,2.0,0.1,6.69,35.66,3.88185638454641,28.6374686045206,21.0,14.0,1.0,0.0
355.0,355.0,54.1,0.0,6434.0,0.0,920.8,1.0,2.0,3.0,3.0,14.0,30835.728000000003,0.0,0.15,6.2,13.91,0.6523678277222538,5.9929007988111005,21.0,17.5,1.0,0.0
355.0,355.0,1412.0,1119.0,22646.0,21176.0,337.4,4.0,5.0,3.5,7.0,15.0,267242.976,0.0,0.2,6.77,23.99,1.679217815486111,31.298664844173103,15.0,2.5,0.0,1.0
275.0,235.0,1119.0,0.0,21176.0,0.0,83.56,1.0,2.0,3.0,6.0,2.5,11726.55,2.0,0.123,6.19,12.9,0.25164383094443,1.2018690318596,12.5,12.5,0.0,1.0
355.0,355.0,1412.0,1119.0,22646.0,21176.0,38.92,1.0,4.0,3.0,6.0,14.0,44883.1152,0.0,0.171,6.0,17.28,1.3453518641246929,35.998618415097596,17.5,3.5,0.0,1.0
355.0,235.0,104.5,0.0,8682.0,0.0,482.0,4.0,3.0,3.0,7.0,1.5,23375.6028,1.0,0.1,6.69,35.66,0.4383387936150015,4.2180549593145,6.0,4.5,1.0,0.0
355.0,275.0,1119.0,869.7,21176.0,19754.0,1412.0,3.0,4.0,3.0,5.0,21.0,57266.352,3.0,0.123,6.19,12.9,0.4060778568572293,1.7991331236019001,3.5,3.5,0.0,1.0
275.0,275.0,77.63,54.1,7684.0,6434.0,57.9,5.0,5.0,4.0,3.0,21.0,206244.522,1.0,0.354,6.5,15.82,3.633868309523542,30.8103482757674,21.0,3.5,1.0,0.0
275.0,235.0,1119.0,0.0,21176.0,0.0,13.17,4.0,2.0,4.0,3.0,6.0,23493.888,3.0,0.15,6.2,13.91,0.3641503753969491,9.0687788141641,1.5,7.5,1.0,0.0
235.0,235.0,1119.0,0.0,21176.0,0.0,337.4,6.0,2.0,4.0,4.0,1.5,4551.9408,0.0,0.3,6.6,10.27,0.1016860496382469,0.5606545550932,1.5,1.5,1.0,0.0
235.0,235.0,276.9,0.0,13347.0,0.0,117.7,4.0,3.0,3.0,6.0,15.0,80760.24,0.0,0.3,6.6,10.27,0.7817328585681733,28.5872775154818,3.0,15.0,1.0,0.0
355.0,235.0,77.63,0.0,7684.0,0.0,920.8,1.0,2.0,3.0,4.0,3.5,3234.4884,1.0,0.354,6.5,15.82,0.1986731562397852,4.3605763254641,3.5,7.0,1.0,0.0
235.0,235.0,637.2,450.7,17803.0,15898.0,231.3,1.0,5.0,4.0,8.0,24.0,142986.4128,2.0,0.2,6.77,23.99,3.522190345640695,60.944990040403994,24.0,12.0,0.0,1.0
275.0,275.0,182.6,136.7,11253.0,9726.0,19.43,6.0,4.0,3.5,5.0,7.5,64241.1,3.0,0.171,6.0,17.28,1.6776008614157831,29.4661378286638,2.5,12.5,0.0,1.0
235.0,235.0,77.63,54.1,7684.0,6434.0,57.9,3.0,4.0,3.5,6.0,12.5,101664.09,1.0,0.123,6.19,12.9,2.5415236557248977,16.839787394883302,10.0,2.5,0.0,1.0
355.0,355.0,450.7,0.0,15898.0,0.0,231.3,6.0,3.0,4.0,4.0,10.0,46579.896,1.0,0.3,6.6,10.27,0.4877470523552785,17.0863490551997,2.0,6.0,1.0,0.0
355.0,355.0,1412.0,1119.0,22646.0,21176.0,27.72,6.0,6.0,3.5,5.0,17.5,306215.91,0.0,0.1,6.1,32.84,3.64605107108103,10.5181503360721,17.5,10.5,1.0,0.0
235.0,235.0,182.6,136.7,11253.0,9726.0,1412.0,5.0,6.0,3.5,7.0,10.5,81586.197,3.0,0.14,5.9,25.5,1.2623031036019323,4.3057262142779,3.5,10.5,0.0,1.0
235.0,235.0,330.9,0.0,14276.0,0.0,117.7,6.0,3.0,3.0,5.0,10.5,83758.158,4.0,0.2,6.77,23.99,0.60914824246487,16.1440325934391,3.5,14.0,0.0,1.0
275.0,275.0,136.7,104.5,9726.0,8682.0,920.8,5.0,5.0,4.0,3.0,4.0,35913.833999999995,3.0,0.15,6.2,13.91,0.9323607436286696,7.4178205865092,8.0,6.0,1.0,0.0
275.0,275.0,1119.0,0.0,21176.0,0.0,671.2,1.0,2.0,4.0,3.0,12.0,18207.7632,0.0,0.283,7.28,19.74,0.2685621828924748,12.299509029178699,8.0,8.0,0.0,1.0
355.0,235.0,6.062,0.0,2534.0,0.0,671.2,6.0,1.0,3.0,8.0,10.0,86307.408,2.0,0.1,6.69,35.66,1.00120272177583,33.2040020410416,2.0,4.0,1.0,0.0
355.0,275.0,36.92,0.0,5383.0,0.0,13.17,5.0,3.0,4.0,4.0,9.0,81698.364,1.0,0.123,6.19,12.9,2.4739160682524566,18.2972932258217,12.0,3.0,0.0,1.0
275.0,275.0,276.9,229.3,13347.0,12437.0,57.9,4.0,4.0,3.5,7.0,12.5,173858.85,1.0,0.15,6.2,13.91,2.412618694749608,9.290611377224,10.0,7.5,1.0,0.0
235.0,235.0,1119.0,869.7,21176.0,19754.0,1119.0,1.0,6.0,3.5,3.0,3.0,5726.635200000001,4.0,0.3,6.6,10.27,0.469226087535417,10.1244688877998,6.0,3.0,1.0,0.0
275.0,275.0,1119.0,0.0,21176.0,0.0,920.8,5.0,3.0,3.0,4.0,8.0,91936.152,3.0,0.2,6.77,23.99,0.3172049395890743,5.2031928039767,16.0,16.0,0.0,1.0
235.0,235.0,104.5,0.0,8682.0,0.0,337.4,6.0,3.0,3.0,3.0,7.5,64547.01,2.0,0.123,6.19,12.9,0.5629559063480247,2.8258206785772,4.5,7.5,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,19.43,4.0,1.0,4.0,6.0,9.0,89497.0296,3.0,0.283,7.28,19.74,0.2636213258121847,18.7045749718869,4.5,3.0,0.0,1.0
275.0,235.0,330.9,276.9,14276.0,13347.0,1752.0,2.0,4.0,3.0,5.0,3.5,11318.67,2.0,0.1,6.1,32.84,0.313336515284223,2.7252593093742004,3.5,17.5,1.0,0.0
355.0,355.0,1119.0,0.0,21176.0,0.0,117.7,6.0,2.0,4.0,8.0,4.5,49337.164800000006,0.0,0.3,6.6,10.27,0.3624861872418806,11.641529671576599,3.0,1.5,1.0,0.0
235.0,235.0,2153.0,1752.0,26048.0,24164.0,117.7,1.0,6.0,3.0,8.0,18.0,56923.7328,3.0,0.15,6.33,18.96,1.9837454513486368,46.5081436646383,6.0,12.0,0.0,1.0
355.0,275.0,3.492,0.0,2124.0,0.0,83.56,5.0,1.0,4.0,5.0,12.0,64954.89,1.0,0.354,6.5,15.82,1.8550824673897863,67.13471932959229,4.0,16.0,1.0,0.0
355.0,275.0,54.1,0.0,6434.0,0.0,13.17,2.0,1.0,3.5,3.0,10.0,24228.072,0.0,0.1,6.1,32.84,0.471580471300788,24.040601584716303,7.5,10.0,1.0,0.0
275.0,235.0,229.3,182.6,12437.0,11253.0,27.72,1.0,6.0,4.0,6.0,6.0,26504.042399999995,1.0,0.1,6.1,32.84,4.10386757345625,9.1678952588332,9.0,4.5,1.0,0.0
275.0,235.0,2153.0,1752.0,26048.0,24164.0,671.2,2.0,6.0,3.5,7.0,15.0,88632.324,2.0,0.1,6.69,35.66,1.2389615145126442,14.6540561771887,9.0,9.0,1.0,0.0
235.0,235.0,6.062,0.0,2534.0,0.0,27.72,4.0,3.0,4.0,5.0,3.0,27776.628,3.0,0.354,6.5,15.82,2.5401786472328585,52.2838827905338,4.5,1.5,1.0,0.0
355.0,275.0,136.7,104.5,9726.0,8682.0,3.178,2.0,5.0,4.0,4.0,1.5,2398.3344,0.0,0.1,6.1,32.84,1.580371327260044,11.204709144973299,1.5,6.0,1.0,0.0
235.0,235.0,136.7,104.5,9726.0,8682.0,1119.0,4.0,5.0,3.5,8.0,7.0,98250.1344,4.0,0.283,7.28,19.74,1.440762718315295,21.4495346507808,10.5,7.0,0.0,1.0
355.0,355.0,136.7,0.0,9726.0,0.0,117.7,2.0,3.0,4.0,4.0,2.0,10180.6848,0.0,0.1,6.69,35.66,0.5895136073050844,8.4398204642186,12.0,2.0,1.0,0.0
275.0,275.0,637.2,0.0,17803.0,0.0,13.17,4.0,3.0,3.0,4.0,2.5,20230.848,0.0,0.14,5.9,25.5,0.5197300277810357,6.4416506659524,10.0,10.0,0.0,1.0
235.0,235.0,104.5,77.63,8682.0,7684.0,117.7,5.0,6.0,4.0,7.0,15.0,304890.3,4.0,0.1,6.1,32.84,4.978826901860167,14.366871898526998,12.0,15.0,1.0,0.0
355.0,355.0,77.63,54.1,7684.0,6434.0,920.8,2.0,5.0,4.0,4.0,8.0,20883.456,0.0,0.1,6.1,32.84,1.3058890593386476,13.9234439382794,4.0,10.0,1.0,0.0
235.0,235.0,3034.0,2153.0,28583.0,26048.0,83.56,6.0,6.0,4.0,6.0,12.0,285352.848,2.0,0.354,6.5,15.82,2.7152822226173527,23.6398581640289,15.0,15.0,1.0,0.0
355.0,275.0,1412.0,1119.0,22646.0,21176.0,162.7,1.0,6.0,3.5,4.0,16.0,24815.4192,1.0,0.283,7.28,19.74,1.3173102807632364,18.8308796694192,12.0,4.0,0.0,1.0
275.0,275.0,4221.0,3034.0,32053.0,28583.0,671.2,5.0,5.0,4.0,6.0,3.0,63506.916,3.0,0.354,6.5,15.82,0.5821130805951151,12.764033627114099,7.5,4.5,1.0,0.0
355.0,275.0,637.2,450.7,17803.0,15898.0,83.56,4.0,6.0,3.5,8.0,6.0,149512.4928,4.0,0.1,6.1,32.84,2.9042563193998627,12.876900892165999,12.0,6.0,1.0,0.0
275.0,275.0,10.33,0.0,3142.0,0.0,27.72,1.0,1.0,4.0,8.0,10.0,20638.728,3.0,0.354,6.5,15.82,1.2059423794878463,69.8007191844366,2.0,4.0,1.0,0.0
355.0,235.0,182.6,136.7,11253.0,9726.0,231.3,2.0,4.0,3.5,8.0,12.0,94465.008,3.0,0.2,6.77,23.99,1.8136173357419,43.7138008521307,6.0,10.0,0.0,1.0
235.0,235.0,229.3,0.0,12437.0,0.0,83.56,4.0,2.0,4.0,8.0,9.0,79879.21919999999,0.0,0.283,7.28,19.74,0.8671690919126277,56.579017944821395,6.0,9.0,0.0,1.0
275.0,275.0,1119.0,869.7,21176.0,19754.0,83.56,4.0,5.0,3.0,8.0,12.5,281743.11,3.0,0.15,6.33,18.96,2.419056581138758,43.9464263247944,15.0,5.0,0.0,1.0
